"Cohort","Species","Row_Label","Medication","Present"
"Japanese-4D","Streptococcus_vestibularis","Japanese-4D | Streptococcus_vestibularis","Esomeprazole",1
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Prasugrel",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Amlodipine",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Bisoprolol",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Metoprolol",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Vildagliptin",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Allopurinol",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Dapagliflozin",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Diltiazem",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Gliclazide",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Liraglutide",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Pravastatin",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Torasemide",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Amiodarone",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Aspirin",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Carvedilol",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Enalapril",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Fluvastatin",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Indapamide",0
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Rivaroxaban",1
"Japanese-4D","Streptococcus_parasanguinis","Japanese-4D | Streptococcus_parasanguinis","Sitagliptin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Esomeprazole",1
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Olmesartan",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Rabeprazole",1
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Lansoprazole",1
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Metformin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Clopidogrel",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Omeprazole",1
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Atorvastatin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Irbesartan",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Rosuvastatin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Furosemide",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Apixaban",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Prasugrel",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Amlodipine",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Bisoprolol",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Metoprolol",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Vildagliptin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Allopurinol",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Dapagliflozin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Diltiazem",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Gliclazide",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Liraglutide",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Pravastatin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Torasemide",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Amiodarone",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Aspirin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Carvedilol",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Enalapril",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Fluvastatin",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Indapamide",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Rivaroxaban",0
"Japanese-4D","Streptococcus_salivarius","Japanese-4D | Streptococcus_salivarius","Sitagliptin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Esomeprazole",1
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Olmesartan",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Rabeprazole",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Lansoprazole",1
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Metformin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Clopidogrel",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Omeprazole",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Atorvastatin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Irbesartan",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Rosuvastatin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Furosemide",1
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Apixaban",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Prasugrel",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Amlodipine",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Bisoprolol",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Metoprolol",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Vildagliptin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Allopurinol",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Dapagliflozin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Diltiazem",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Gliclazide",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Liraglutide",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Pravastatin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Torasemide",1
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Amiodarone",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Aspirin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Carvedilol",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Enalapril",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Fluvastatin",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Indapamide",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Rivaroxaban",0
"Japanese-4D","Veillonella_parvula","Japanese-4D | Veillonella_parvula","Sitagliptin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Esomeprazole",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Olmesartan",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Rabeprazole",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Lansoprazole",1
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Metformin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Clopidogrel",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Omeprazole",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Atorvastatin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Irbesartan",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Rosuvastatin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Furosemide",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Apixaban",1
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Prasugrel",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Amlodipine",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Bisoprolol",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Metoprolol",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Vildagliptin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Allopurinol",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Dapagliflozin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Diltiazem",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Gliclazide",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Liraglutide",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Pravastatin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Torasemide",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Amiodarone",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Aspirin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Carvedilol",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Enalapril",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Fluvastatin",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Indapamide",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Rivaroxaban",0
"Japanese-4D","Streptococcus_thermophilus","Japanese-4D | Streptococcus_thermophilus","Sitagliptin",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Esomeprazole",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Olmesartan",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Rabeprazole",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Lansoprazole",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Metformin",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Clopidogrel",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Omeprazole",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Atorvastatin",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Irbesartan",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Rosuvastatin",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Furosemide",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Apixaban",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Prasugrel",1
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Amlodipine",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Bisoprolol",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Metoprolol",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Vildagliptin",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Allopurinol",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Dapagliflozin",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Diltiazem",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Gliclazide",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Liraglutide",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Pravastatin",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Torasemide",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Amiodarone",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Aspirin",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Carvedilol",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Enalapril",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Fluvastatin",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Indapamide",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Rivaroxaban",0
"MetaCardis","Rothia_mucilaginosa","MetaCardis | Rothia_mucilaginosa","Sitagliptin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Esomeprazole",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Olmesartan",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Rabeprazole",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Lansoprazole",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Metformin",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Clopidogrel",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Omeprazole",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Atorvastatin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Irbesartan",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Rosuvastatin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Furosemide",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Apixaban",1
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Prasugrel",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Amlodipine",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Bisoprolol",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Metoprolol",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Vildagliptin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Allopurinol",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Dapagliflozin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Diltiazem",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Gliclazide",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Liraglutide",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Pravastatin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Torasemide",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Amiodarone",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Aspirin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Carvedilol",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Enalapril",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Fluvastatin",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Indapamide",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Rivaroxaban",0
"MetaCardis","Streptococcus_parasanguinis","MetaCardis | Streptococcus_parasanguinis","Sitagliptin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Esomeprazole",1
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Olmesartan",1
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Rabeprazole",1
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Lansoprazole",1
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Metformin",1
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Clopidogrel",1
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Omeprazole",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Atorvastatin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Irbesartan",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Rosuvastatin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Furosemide",1
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Apixaban",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Prasugrel",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Amlodipine",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Bisoprolol",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Metoprolol",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Vildagliptin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Allopurinol",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Dapagliflozin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Diltiazem",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Gliclazide",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Liraglutide",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Pravastatin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Torasemide",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Amiodarone",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Aspirin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Carvedilol",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Enalapril",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Fluvastatin",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Indapamide",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Rivaroxaban",0
"MetaCardis","Streptococcus_oralis","MetaCardis | Streptococcus_oralis","Sitagliptin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Esomeprazole",1
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Olmesartan",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Rabeprazole",1
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Lansoprazole",1
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Metformin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Clopidogrel",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Omeprazole",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Atorvastatin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Irbesartan",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Rosuvastatin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Furosemide",1
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Apixaban",1
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Prasugrel",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Amlodipine",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Bisoprolol",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Metoprolol",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Vildagliptin",1
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Allopurinol",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Dapagliflozin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Diltiazem",0
